"","No.","Time","Source","Destination","Protocol","Length","Info"
"299",299,1634005841.64386,"172.17.0.2","172.17.0.12","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%08/35=%00%00%01%7CrVv%E7/33=%00"
"362",362,1634005851.00749,"172.17.0.2","172.17.0.4","UDP (NDN)",769,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%09/35=%00%00%01%7CrV%9Bx/33=%00"
"363",363,1634005851.00811,"172.17.0.2","172.17.0.12","UDP (NDN)",769,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%09/35=%00%00%01%7CrV%9Bx/33=%00"
"533",533,1634005881.32838,"172.17.0.2","172.17.0.4","UDP (NDN)",770,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0B/35=%00%00%01%7CrW%11%B3/33=%00"
"534",534,1634005881.32852,"172.17.0.2","172.17.0.12","UDP (NDN)",770,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0B/35=%00%00%01%7CrW%11%B3/33=%00"
"681",681,1634005911.71841,"172.17.0.2","172.17.0.12","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%09/35=%00%00%01%7CrW%88%95/33=%00"
"696",696,1634005911.72825,"172.17.0.2","172.17.0.12","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0A/35=%00%00%01%7CrW%11%C9/33=%00"
"712",712,1634005911.73715,"172.17.0.2","172.17.0.12","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0D/35=%00%00%01%7CrW%88./33=%00"
"722",722,1634005912.73212,"172.17.0.2","172.17.0.3","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0D/35=%00%00%01%7CrW%88./33=%00"
"723",723,1634005912.7322,"172.17.0.2","172.17.0.4","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0D/35=%00%00%01%7CrW%88./33=%00"
"878",878,1634005942.02021,"172.17.0.2","172.17.0.3","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%09/35=%00%00%01%7CrW%88%95/33=%00"
"880",880,1634005942.02082,"172.17.0.2","172.17.0.3","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0A/35=%00%00%01%7CrW%11%C9/33=%00"
"1038",1038,1634005972.20647,"172.17.0.2","172.17.0.12","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0C/35=%00%00%01%7CrW%88%95/33=%00"
"1040",1040,1634005972.20773,"172.17.0.2","172.17.0.12","UDP (NDN)",804,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0E/35=%00%00%01%7CrW%FEK/33=%00"
"1044",1044,1634005972.21021,"172.17.0.2","172.17.0.4","UDP (NDN)",804,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0E/35=%00%00%01%7CrW%FEK/33=%00"
"1051",1051,1634005973.20688,"172.17.0.2","172.17.0.4","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0C/35=%00%00%01%7CrW%88%95/33=%00"
"1212",1212,1634006002.62311,"172.17.0.2","172.17.0.12","UDP (NDN)",797,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0B/35=%00%00%01%7CrX3%2B/33=%00"
"1352",1352,1634006032.71674,"172.17.0.2","172.17.0.3","UDP (NDN)",797,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0B/35=%00%00%01%7CrX3%2B/33=%00"
"1380",1380,1634006032.86015,"172.17.0.2","172.17.0.3","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%10/35=%00%00%01%7CrX%EAC/33=%00"
"1381",1381,1634006032.86024,"172.17.0.2","172.17.0.12","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%10/35=%00%00%01%7CrX%EAC/33=%00"
"1383",1383,1634006032.8632,"172.17.0.2","172.17.0.12","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%10/35=%00%00%01%7CrX%A8H/33=%00"
"1532",1532,1634006063.09555,"172.17.0.2","172.17.0.4","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%10/35=%00%00%01%7CrX%EAC/33=%00"
"1535",1535,1634006063.09652,"172.17.0.2","172.17.0.4","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%10/35=%00%00%01%7CrX%A8H/33=%00"
"1549",1549,1634006063.09964,"172.17.0.2","172.17.0.12","UDP (NDN)",910,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%13/35=%00%00%01%7CrY%D7%E6/33=%00"
"1698",1698,1634006093.42158,"172.17.0.2","172.17.0.3","UDP (NDN)",833,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0E/35=%00%00%01%7CrY%94%9F/33=%00"
"1699",1699,1634006093.42207,"172.17.0.2","172.17.0.3","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0E/35=%00%00%01%7CrY.%C8/33=%00"
"1710",1710,1634006093.45421,"172.17.0.2","172.17.0.4","UDP (NDN)",910,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%13/35=%00%00%01%7CrY%D7%E6/33=%00"
"1715",1715,1634006094.42088,"172.17.0.2","172.17.0.12","UDP (NDN)",833,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0E/35=%00%00%01%7CrY%94%9F/33=%00"
"1716",1716,1634006094.42115,"172.17.0.2","172.17.0.12","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0E/35=%00%00%01%7CrY.%C8/33=%00"
"1868",1868,1634006123.8331,"172.17.0.2","172.17.0.12","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%14/35=%00%00%01%7CrZ%C55/33=%00"
"1873",1873,1634006123.8578,"172.17.0.2","172.17.0.4","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%14/35=%00%00%01%7CrZ%C55/33=%00"
"1897",1897,1634006124.02508,"172.17.0.2","172.17.0.3","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%10/35=%00%00%01%7CrZM%AF/33=%00"
"1898",1898,1634006124.02515,"172.17.0.2","172.17.0.12","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%10/35=%00%00%01%7CrZM%AF/33=%00"
"2031",2031,1634006154.29827,"172.17.0.2","172.17.0.12","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%12/35=%00%00%01%7Cr%5B%3A%F8/33=%00"
"2194",2194,1634006184.52102,"172.17.0.2","172.17.0.12","UDP (NDN)",787,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%15/35=%00%00%01%7CrZ%C6%97/33=%00"
"2199",2199,1634006184.59325,"172.17.0.2","172.17.0.3","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%12/35=%00%00%01%7Cr%5B%3A%F8/33=%00"
"2360",2360,1634006214.9609,"172.17.0.2","172.17.0.12","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%14/35=%00%00%01%7Cr%5B%B0%98/33=%00"
"2524",2524,1634006245.32101,"172.17.0.2","172.17.0.12","UDP (NDN)",822,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%18/35=%00%00%01%7Cr%5C%29U/33=%00"
"2531",2531,1634006245.34087,"172.17.0.2","172.17.0.3","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%14/35=%00%00%01%7Cr%5B%B0%98/33=%00"
"2539",2539,1634006245.48714,"172.17.0.2","172.17.0.4","UDP (NDN)",822,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%18/35=%00%00%01%7Cr%5C%29U/33=%00"
"2714",2714,1634006276.47113,"172.17.0.2","172.17.0.3","UDP (NDN)",779,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%15/35=%00%00%01%7Cr%5C%9A%B0/33=%00"
"2715",2715,1634006276.47122,"172.17.0.2","172.17.0.12","UDP (NDN)",779,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%15/35=%00%00%01%7Cr%5C%9A%B0/33=%00"
"2886",2886,1634006305.74813,"172.17.0.2","172.17.0.12","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%19/35=%00%00%01%7Cr%5Cz%86/33=%00"
"2895",2895,1634006305.8984,"172.17.0.2","172.17.0.3","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%16/35=%00%00%01%7Cr%5CV%03/33=%00"
"2901",2901,1634006306.58693,"172.17.0.2","172.17.0.12","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%16/35=%00%00%01%7Cr%5CV%03/33=%00"
"2960",2960,1634006335.88768,"172.17.0.2","172.17.0.12","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%18/35=%00%00%01%7Cr%5C%CCf/33=%00"
"2964",2964,1634006336.26809,"172.17.0.2","172.17.0.4","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%19/35=%00%00%01%7Cr%5Cz%86/33=%00"
"17",17,1634005790.72755,"172.17.0.3","172.17.0.5","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%07/35=%00%00%01%7CrT%60%10/33=%00"
"21",21,1634005792.3631,"172.17.0.3","172.17.0.6","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%07/35=%00%00%01%7CrT%60%10/33=%00"
"92",92,1634005820.86993,"172.17.0.3","172.17.0.5","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%08/35=%00%00%01%7CrV%11%92/33=%00"
"108",108,1634005821.26125,"172.17.0.3","172.17.0.2","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7CrV%27F/33=%00"
"118",118,1634005822.54082,"172.17.0.3","172.17.0.6","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7CrV%27F/33=%00"
"119",119,1634005822.54106,"172.17.0.3","172.17.0.6","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%08/35=%00%00%01%7CrV%11%92/33=%00"
"150",150,1634005824.80577,"172.17.0.3","172.17.0.2","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%08/35=%00%00%01%7CrV5%21/33=%00"
"151",151,1634005824.8062,"172.17.0.3","172.17.0.5","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%08/35=%00%00%01%7CrV5%21/33=%00"
"1771",177,1634005828.57941,"172.17.0.3","172.17.0.2","UDP (NDN)",858,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%09/35=%00%00%01%7CrVC%E0/33=%00"
"178",178,1634005828.57951,"172.17.0.3","172.17.0.6","UDP (NDN)",858,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%09/35=%00%00%01%7CrVC%E0/33=%00"
"209",209,1634005837.87241,"172.17.0.3","172.17.0.6","UDP (NDN)",823,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0A/35=%00%00%01%7CrVh./33=%00"
"212",212,1634005837.87674,"172.17.0.3","172.17.0.2","UDP (NDN)",823,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0A/35=%00%00%01%7CrVh./33=%00"
"232",232,1634005841.64529,"172.17.0.3","172.17.0.6","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%08/35=%00%00%01%7CrVv%E7/33=%00"
"237",237,1634005842.64557,"172.17.0.3","172.17.0.2","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%08/35=%00%00%01%7CrVv%E7/33=%00"
"238",238,1634005842.64566,"172.17.0.3","172.17.0.5","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%08/35=%00%00%01%7CrVv%E7/33=%00"
"270",270,1634005851.00646,"172.17.0.3","172.17.0.2","UDP (NDN)",769,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%09/35=%00%00%01%7CrV%9Bx/33=%00"
"271",271,1634005851.00692,"172.17.0.3","172.17.0.5","UDP (NDN)",769,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%09/35=%00%00%01%7CrV%9Bx/33=%00"
"356",356,1634005881.32778,"172.17.0.3","172.17.0.2","UDP (NDN)",770,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0B/35=%00%00%01%7CrW%11%B3/33=%00"
"357",357,1634005881.3279,"172.17.0.3","172.17.0.5","UDP (NDN)",770,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0B/35=%00%00%01%7CrW%11%B3/33=%00"
"358",358,1634005881.32802,"172.17.0.3","172.17.0.6","UDP (NDN)",770,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0B/35=%00%00%01%7CrW%11%B3/33=%00"
"413",413,1634005911.73223,"172.17.0.3","172.17.0.2","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0D/35=%00%00%01%7CrW%88./33=%00"
"424",424,1634005911.78361,"172.17.0.3","172.17.0.5","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0D/35=%00%00%01%7CrW%88./33=%00"
"535",535,1634005942.02169,"172.17.0.3","172.17.0.6","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%09/35=%00%00%01%7CrW%88%95/33=%00"
"536",536,1634005942.0229,"172.17.0.3","172.17.0.6","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0A/35=%00%00%01%7CrW%11%C9/33=%00"
"549",549,1634005942.0329,"172.17.0.3","172.17.0.6","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0C/35=%00%00%01%7CrW%88%95/33=%00"
"558",558,1634005942.76838,"172.17.0.3","172.17.0.5","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%09/35=%00%00%01%7CrW%88%95/33=%00"
"593",593,1634005972.20591,"172.17.0.3","172.17.0.2","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0C/35=%00%00%01%7CrW%88%95/33=%00"
"594",594,1634005972.20604,"172.17.0.3","172.17.0.2","UDP (NDN)",804,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0E/35=%00%00%01%7CrW%FEK/33=%00"
"683",683,1634006002.80057,"172.17.0.3","172.17.0.5","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0A/35=%00%00%01%7CrW%11%C9/33=%00"
"685",685,1634006002.80073,"172.17.0.3","172.17.0.5","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%10/35=%00%00%01%7CrX%A8H/33=%00"
"737",737,1634006032.71433,"172.17.0.3","172.17.0.6","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%10/35=%00%00%01%7CrX%EAC/33=%00"
"750",750,1634006032.72613,"172.17.0.3","172.17.0.6","UDP (NDN)",797,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0B/35=%00%00%01%7CrX3%2B/33=%00"
"756",756,1634006032.85701,"172.17.0.3","172.17.0.2","UDP (NDN)",753,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%10/35=%00%00%01%7CrX%EAC/33=%00"
"757",757,1634006032.85755,"172.17.0.3","172.17.0.2","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%10/35=%00%00%01%7CrX%A8H/33=%00"
"763",763,1634006032.92464,"172.17.0.3","172.17.0.5","UDP (NDN)",797,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0B/35=%00%00%01%7CrX3%2B/33=%00"
"844",844,1634006063.09874,"172.17.0.3","172.17.0.2","UDP (NDN)",910,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%13/35=%00%00%01%7CrY%D7%E6/33=%00"
"849",849,1634006063.42895,"172.17.0.3","172.17.0.5","UDP (NDN)",910,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%13/35=%00%00%01%7CrY%D7%E6/33=%00"
"910",910,1634006093.53051,"172.17.0.3","172.17.0.5","UDP (NDN)",833,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0E/35=%00%00%01%7CrY%94%9F/33=%00"
"911",911,1634006093.53072,"172.17.0.3","172.17.0.5","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0E/35=%00%00%01%7CrY.%C8/33=%00"
"916",916,1634006093.53848,"172.17.0.3","172.17.0.6","UDP (NDN)",833,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0E/35=%00%00%01%7CrY%94%9F/33=%00"
"917",917,1634006093.53865,"172.17.0.3","172.17.0.6","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0E/35=%00%00%01%7CrY.%C8/33=%00"
"1004",1004,1634006123.83276,"172.17.0.3","172.17.0.2","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%14/35=%00%00%01%7CrZ%C55/33=%00"
"1009",1009,1634006123.91422,"172.17.0.3","172.17.0.5","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%14/35=%00%00%01%7CrZ%C55/33=%00"
"1028",1028,1634006124.02643,"172.17.0.3","172.17.0.5","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%10/35=%00%00%01%7CrZM%AF/33=%00"
"1029",1029,1634006124.02656,"172.17.0.3","172.17.0.6","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%10/35=%00%00%01%7CrZM%AF/33=%00"
"1138",1138,1634006175.27238,"172.17.0.3","172.17.0.6","UDP (NDN)",787,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%15/35=%00%00%01%7CrZ%C6%97/33=%00"
"1157",1157,1634006184.5188,"172.17.0.3","172.17.0.2","UDP (NDN)",787,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%15/35=%00%00%01%7CrZ%C6%97/33=%00"
"1174",1174,1634006184.59393,"172.17.0.3","172.17.0.5","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%12/35=%00%00%01%7Cr%5B%3A%F8/33=%00"
"1290",1290,1634006236.07308,"172.17.0.3","172.17.0.6","UDP (NDN)",822,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%18/35=%00%00%01%7Cr%5C%29U/33=%00"
"1291",1291,1634006236.07318,"172.17.0.3","172.17.0.6","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%12/35=%00%00%01%7Cr%5B%3A%F8/33=%00"
"1317",1317,1634006245.31975,"172.17.0.3","172.17.0.2","UDP (NDN)",822,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%18/35=%00%00%01%7Cr%5C%29U/33=%00"
"1333",1333,1634006245.34132,"172.17.0.3","172.17.0.5","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%14/35=%00%00%01%7Cr%5B%B0%98/33=%00"
"1357",1357,1634006266.30176,"172.17.0.3","172.17.0.6","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%14/35=%00%00%01%7Cr%5B%B0%98/33=%00"
"1401",1401,1634006276.47153,"172.17.0.3","172.17.0.5","UDP (NDN)",779,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%15/35=%00%00%01%7Cr%5C%9A%B0/33=%00"
"1466",1466,1634006305.74161,"172.17.0.3","172.17.0.2","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%19/35=%00%00%01%7Cr%5Cz%86/33=%00"
"1485",1485,1634006305.96502,"172.17.0.3","172.17.0.5","UDP (NDN)",909,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%19/35=%00%00%01%7Cr%5Cz%86/33=%00"
"1503",1503,1634006326.73236,"172.17.0.3","172.17.0.6","UDP (NDN)",779,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%15/35=%00%00%01%7Cr%5C%9A%B0/33=%00"
"1505",1505,1634006326.73251,"172.17.0.3","172.17.0.6","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%16/35=%00%00%01%7Cr%5CV%03/33=%00"
"1518",1518,1634006336.15967,"172.17.0.3","172.17.0.5","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%16/35=%00%00%01%7Cr%5CV%03/33=%00"
"67",67,1634005816.70028,"172.17.0.4","172.17.0.2","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%08/35=%00%00%01%7CrV%11%92/33=%00"
"89",89,1634005821.26206,"172.17.0.4","172.17.0.7","UDP (NDN)",824,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7CrV%27F/33=%00"
"103",103,1634005824.81071,"172.17.0.4","172.17.0.7","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%08/35=%00%00%01%7CrV5%21/33=%00"
"1191",119,1634005828.58268,"172.17.0.4","172.17.0.7","UDP (NDN)",858,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%09/35=%00%00%01%7CrVC%E0/33=%00"
"147",147,1634005837.87913,"172.17.0.4","172.17.0.7","UDP (NDN)",823,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0A/35=%00%00%01%7CrVh./33=%00"
"1772",177,1634005841.64242,"172.17.0.4","172.17.0.2","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%08/35=%00%00%01%7CrVv%E7/33=%00"
